"","country","year","sex","age","cases"
"2257","ZA",2000,"f","45-54",423
"2258","ZA",2000,"f","55-64",167
"2259","ZA",2000,"f","65+",80
"2260","ZM",2000,"m","0-14",349
"2261","ZM",2000,"m","15-24",2175
"2262","ZM",2000,"m","25-34",2610
"2263","ZM",2000,"m","35-44",3045
"2264","ZM",2000,"m","45-54",435
"2265","ZM",2000,"m","55-64",261
"2266","ZM",2000,"m","65+",174
"2267","ZM",2000,"f","0-14",150
"2268","ZM",2000,"f","15-24",932
"2269","ZM",2000,"f","25-34",1118
"2270","ZM",2000,"f","35-44",1305
"2271","ZM",2000,"f","45-54",186
"2272","ZM",2000,"f","55-64",112
"2273","ZM",2000,"f","65+",75
